1,CAIP01000419_39
2,Ga0063591_100348_3
3,CAIN01000080_25
3,Ga0063588_100430_19
3,CAIK01000093_10
3,CAIQ01000302_1
3,CAIP01000128_26
3,gi|513471186|gb|ASZQ01000260.1|_28
3,Ga0063600_100247_1
3,CAII01000137_7
3,AOCI01000127_18
3,CAIH01000091_15
3,ANKQ01000002_589
4,CAIP01000330_2
5,CAII01000391_3
6,gi|513471709|gb|ASZQ01000253.1|_59
6,CAIM01000375_20
6,CAIN01000026_17
6,Ga0063588_100622_13
6,CAIP01000146_33
6,CAIH01000208_10
6,CAIL01000248_12
6,CAII01000274_16
6,CAIQ01000273_28
6,gi|166362741|ref|NC_010296.1|_4339
6,Ga0063600_100228_25
6,ANKQ01000003_1
6,CAIK01000282_17
6,Ga0063591_100416_11
6,AOCI01000205_10
6,CAIJ01000448_7
6,CAIO01000260_16
7,CAIM01000705_1
8,gi|513477327|gb|ASZQ01000130.1|_1
9,CAIJ01000104_1
10,gi|513477754|gb|ASZQ01000100.1|_4
11,CAIP01000195_11
12,CAIM01000425_4
13,gi|166362741|ref|NC_010296.1|_2606
13,CAIK01000177_3
13,Ga0063600_100232_21
13,Ga0063600_100232_5
13,CAIQ01000262_42
13,CAIL01000072_2
13,CAIP01000416_11
13,CAIO01000473_5
13,gi|513474772|gb|ASZQ01000190.1|_7
13,CAIH01000018_1
13,CAII01000629_4
13,gi|513476612|gb|ASZQ01000154.1|_5
14,gi|513477360|gb|ASZQ01000128.1|_10
15,CAIL01000264_21
16,CAII01000679_8
17,CAIM01000601_8
18,CAIQ01000335_28
18,CAIL01000017_19
18,CAIP01000257_12
18,CAIH01000151_8
18,CAIJ01000250_37
18,CAIJ01000049_7
18,CAIN01000233_4
18,gi|166362741|ref|NC_010296.1|_3229
18,gi|166362741|ref|NC_010296.1|_4989
18,Ga0063588_100521_17
18,CAIO01000136_8
18,CAIL01000261_62
18,CAIM01000331_24
18,Ga0063591_100426_14
18,AOCI01000191_7
18,CAII01000397_20
18,CAIN01000071_7
18,CAIK01000081_13
18,AOCI01000063_6
18,CAIQ01000025_6
18,CAIK01000427_4
18,ANKQ01000002_463
18,CAII01000510_6
18,ANKQ01000001_1189
18,CAIP01000170_12
18,Ga0063600_100149_15
18,Ga0063588_101097_1
18,Ga0063600_100485_2
18,CAIO01000216_3
18,CAIM01000529_18
18,Ga0063591_100244_31
18,gi|513478930|gb|ASZQ01000001.1|_45
18,CAIH01000175_17
19,CAIK01000342_2
20,CAIL01000109_6
21,Ga0063600_100311_16
22,Ga0063588_101858_3
23,CAIL01000145_17
23,CAIH01000273_1
24,CAIL01000085_5
24,gi|166362741|ref|NC_010296.1|_4096
24,CAIH01000008_3
24,Ga0063588_100689_13
24,CAIO01000368_13
24,ANKQ01000003_202
24,CAIP01000130_1
24,CAII01000214_3
24,Ga0063591_100398_5
24,AOCI01000146_3
24,Ga0063600_100289_6
24,CAIK01000229_3
24,CAIQ01000542_4
24,gi|513472248|gb|ASZQ01000241.1|_28
24,CAIM01000184_11
24,CAIN01000447_3
24,CAIJ01000425_25
25,CAII01000595_1
26,CAIJ01000360_2
27,CAIP01000415_56
28,Ga0063600_101228_4
29,CAIJ01000336_6
29,CAIK01000039_18
29,Ga0063588_100678_17
29,CAIH01000379_8
29,CAIM01000519_28
29,Ga0063600_100137_44
29,gi|513478110|gb|ASZQ01000077.1|_7
29,ANKQ01000001_713
30,CAIQ01000518_2
31,CAII01000698_1
31,CAIP01000093_19
31,Ga0063600_100133_71
31,CAIH01000268_34
31,CAIO01000031_14
31,CAIK01000170_35
31,CAIN01000479_3
31,gi|513474674|gb|ASZQ01000191.1|_85
31,CAIM01000770_1
31,gi|166362741|ref|NC_010296.1|_695
32,CAIH01000144_3
33,CAIM01000199_6
33,CAIN01000078_1
33,CAIJ01000273_4
34,CAIP01000402_4
35,CAIO01000612_2
36,Ga0063591_100488_9
36,CAIM01000045_2
36,ANKQ01000001_1366
36,CAIQ01000036_5
36,CAIN01000201_14
36,Ga0063600_100090_47
36,CAIO01000371_2
36,CAIJ01000744_20
36,CAIH01000179_46
36,CAII01000116_2
36,CAIL01000282_1
36,AOCI01000183_23
36,gi|513470537|gb|ASZQ01000265.1|_23
36,AOCI01000183_21
36,CAIK01000211_5
36,AOCI01000183_20
36,CAIP01000290_2
36,Ga0063588_101243_1
36,gi|166362741|ref|NC_010296.1|_1672
37,CAIM01000530_13
38,CAII01000455_3
39,CAIJ01000586_12
40,CAIK01000172_31
40,CAIH01000165_4
40,gi|513471620|gb|ASZQ01000254.1|_57
40,Ga0063600_100133_30
40,gi|513474674|gb|ASZQ01000191.1|_47
41,CAIO01000612_24
41,CAIH01000199_9
41,AOCI01000078_19
41,CAIL01000255_34
41,Ga0063591_100132_28
41,Ga0063591_100132_27
41,gi|513475189|gb|ASZQ01000175.1|_15
41,CAIP01000414_10
41,Ga0063600_100325_22
